SUB_REGISTER,MODE,REGISTER,FILE_ID,KWIC,LEMMA_BrE,VARIABLE,KWIC2,VARIANT,PERIOD,FEAT
PR,Printed,Reportage,H1Pr_71.txt,"consuming products from the school farms , the excess should be sold and the money ",realise,realised,be further invested on the farms or used to provide some amenities for the ,BRE,HiCE1 (1960-1979),ISE/IZE
PR,Printed,Reportage,H1Pr_78.txt,. Out of the 20 ridges of potatoes in the garden $20:4 : -d was ,realise,realized,and 1bs of rice was harvested out of the quarter acre . Half an ,AME,HiCE1 (1960-1979),ISE/IZE
PSSC,Printed,Popular,H1PSsc_05.txt,"business , education or pleasure travel the length and breadth of Nigeria are quick to ",realise,realise,that Nigeria has wisely invested in the opening of the country through the construction ,BRE,HiCE1 (1960-1979),ISE/IZE
PSSC,Printed,Popular,H1PSsc_15.txt,"its charcoal dirt staining hands and dresses , then the head of the family must ",realise,realise,"that apart from providing regular meals and occasional clothing to keep cold away , ",BRE,HiCE1 (1960-1979),ISE/IZE
PSSC,Printed,Popular,H1PSsc_17.txt,poorer countries and settings have discovered land of their hearts desire . They begin to ,realise,realize,the difference between their existing way of life and what their life styles should ,AME,HiCE1 (1960-1979),ISE/IZE
PSSC,Printed,Popular,H1PSsc_22.txt,which today markets 97 percent of the worlds diamond . It was the fantastic profit ,realise,realised,from the gold and diamond mines that created the De Deers Corporation and made ,BRE,HiCE1 (1960-1979),ISE/IZE
PSSC,Printed,Popular,H1PSsc_25.txt,of property is in no way restricted . Accommodation also should be satisfactory with the ,realise,realization,by our people that the tourist industry has come to stay and that special ,AME,HiCE1 (1960-1979),ISE/IZE
PTEC,Printed,Popular,H1PTec_01.txt,as a case of ultimately dying in the process of having an offspring . Full ,realise,realization,of these fears of the developed countries by the developing countries will be a ,AME,HiCE1 (1960-1979),ISE/IZE
PTEC,Printed,Popular,H1PTec_05.txt,this industry constitute lasting assets whose impact on the lives of the people is the ,realise,realisation,of a higher standard of living . One of such projects is on the ,BRE,HiCE1 (1960-1979),ISE/IZE
PTEC,Printed,Popular,H1PTec_11.txt,so the economic law of supply and demand holds away . It has now been ,realise,realised,"by many people , and admitted by the federal and state governments , that ",BRE,HiCE1 (1960-1979),ISE/IZE
PTEC,Printed,Popular,H1PTec_11.txt,the estate development came in response to the acute demand for decent accommodation and the ,realise,realization,of the government difficulties in coping . These estates have been built to standards ,AME,HiCE1 (1960-1979),ISE/IZE
PTEC,Printed,Popular,H1PTec_20.txt,about technicians we do not mean those at the lowest level . We have to ,realise,realise,that a mans suitability for a particular job does not necessarily depend on his ,BRE,HiCE1 (1960-1979),ISE/IZE
PTEC,Printed,Popular,H1PTec_27.txt,brain trying to make maximum use of available space in foreign countries . He eventually ,realise,realized,"that if expansion limited horizontally , it was limited vertically , hence sky scrapers-Manhattan ",AME,HiCE1 (1960-1979),ISE/IZE
PTEC,Printed,Popular,H1PTec_29.txt,and their drivers conform to specific standards and are constantly roadworthy ; any surplus earnings ,realise,realised,from venture should be ploughed back to the development capital of both the Railways ,BRE,HiCE1 (1960-1979),ISE/IZE
SKH,Printed,Instructional,H1Skh_05.txt,and I may think this to be a good thing . But we shall soon ,realise,realize,that this does neither side any good because the stocks will soon be exhausted ,AME,HiCE1 (1960-1979),ISE/IZE
SKH,Printed,Instructional,H1Skh_23.txt,"replacement pullets in cages serious losses occurred . But , with experience , poultry men ",realise,realized,that the period between six and 12 weeks of age was a very sensitive ,AME,HiCE1 (1960-1979),ISE/IZE
ADM,Printed,Instructional,H2Adm_14.txt,"planning will produce the policies , programmes , projects and the resources required for the ",realise,realisation,"of the Vision . 4 . Nigeria commence development planning in 1946 , although ",BRE,HiCE2 (1980-1999),ISE/IZE
ADM,Printed,Instructional,H2Adm_14.txt,which would have to be addressed if the expectations of all Nigerians were to be ,realise,realised,. The idea of CSF was to define the key factors that lead to ,BRE,HiCE2 (1980-1999),ISE/IZE
ADM,Printed,Instructional,H2Adm_14.txt,realisable . . Relationship Between Visioning and Planning 3 . For a vision to be ,realise,realised,", there is a need for careful planning to determine how to achieve it ",BRE,HiCE2 (1980-1999),ISE/IZE
ADM,Printed,Instructional,H2Adm_15.txt,comparative backwardness of its historical and material situation . Indeed one primary obstacle to the ,realise,realisation,of East-West detente is the fact that its purpose can not easily be translated ,BRE,HiCE2 (1980-1999),ISE/IZE
ADM,Printed,Instructional,H2Adm_15.txt,deserves a more critical appraisal . The starting point of such an appraisal is the ,realise,realisation,that the basic object of detente is the confirmation of the power balance ( ,BRE,HiCE2 (1980-1999),ISE/IZE
ADM,Printed,Instructional,H2Adm_15.txt,are a more reliable basis for financing their development . And if this objective were ,realise,realized,it would go a long way in negating the logic of expensive foreign aid ,AME,HiCE2 (1980-1999),ISE/IZE
AHUM,Printed,Academic,H2Ahum_04.txt,Africa that began in the fifteenth century . The catalyst for this revival was the ,realise,realization,by the Portuguese government that it had been invited to participate in Leopold 's ,AME,HiCE2 (1980-1999),ISE/IZE
AHUM,Printed,Academic,H2Ahum_07.txt,On the other hand . in the first version the speaker has been able to ,realise,realise,the full import of the message and at the same time leaves the addressee ,BRE,HiCE2 (1980-1999),ISE/IZE
AHUM,Printed,Academic,H2Ahum_07.txt,"utterances appropriate context , reflecting the socio-cultural relationships , roles ; status conventions competence is ",realise,realised,"in sensitively perceiving , the whole communication situation by understanding the verbal and non ",BRE,HiCE2 (1980-1999),ISE/IZE
AHUM,Printed,Academic,H2Ahum_09.txt,"At last , Africa had come , and it was hoped that African leaders had ",realise,realised,"that they are 'at the mercy of colonialism and imperialism' , so long as ",BRE,HiCE2 (1980-1999),ISE/IZE
AHUM,Printed,Academic,H2Ahum_11.txt,", and lake Chad , he formed opinions about the boundaries of Sokoto . He ",realise,realised,"that many area such as Zaberma , Arewa , Kebbi and Borno were independent ",BRE,HiCE2 (1980-1999),ISE/IZE
ANSC,Printed,Academic,H2ANsc_13.txt,on the silk must be equal in magnitude . It is important for us to ,realise,realise,"that electric charges are not generated or created during the process of rubbing , ",BRE,HiCE2 (1980-1999),ISE/IZE
ANSC,Printed,Academic,H2ANsc_19.txt,"500,000 ex-smokers could result . Unfortunately , many doctors due to improper history-taking do not ",realise,realize,"that many of their patients smoke or drink , let alone counsel them . ",AME,HiCE2 (1980-1999),ISE/IZE
ASSC,Printed,Academic,H2ASsc_08.txt,determine which of the two dimensions ( cognitive styles and intelligence ) contribute more to ,realise,realize,the relative emphasis that should be paid to each of these two dimensions . ,AME,HiCE2 (1980-1999),ISE/IZE
ASSC,Printed,Academic,H2ASsc_11.txt,the agricultural sector to Nigerians foreign exchange earnings . Policy-makers in the early 1970s therefore ,realise,realised,the urgent need to pursue reform measures with regard to agricultural policy and the ,BRE,HiCE2 (1980-1999),ISE/IZE
ASSC,Printed,Academic,H2ASsc_12.txt,documented . Liberals usually contend that certain level of educational attainment is imperative for the ,realise,realization,of democratic principles . Thus only an educated electorate can evaluate the ideologies and ,AME,HiCE2 (1980-1999),ISE/IZE
ASSC,Printed,Academic,H2ASsc_20.txt,in the development strategy itself and between its objectives and the means adopted for their ,realise,realization,. .. the import substituting sector generate few backward and forward linkages with the ,AME,HiCE2 (1980-1999),ISE/IZE
ATEC,Printed,Academic,H2ATec_02.txt,"characterization . In adopting a method of design applicable to developed countries , one must ",realise,realise,the need for certain modifications including the following : ( a ) Charts or ,BRE,HiCE2 (1980-1999),ISE/IZE
ATEC,Printed,Academic,H2ATec_07.txt,on methods of eva luation of the degree of the pollution . It has been ,realise,realised,"that discharge of untreated or incompletely treated waste waters containing algal nutrients , non-biodegradable ",BRE,HiCE2 (1980-1999),ISE/IZE
ATEC,Printed,Academic,H2ATec_09.txt,from machine as needed . The reader needs to be familiar with a lathe to ,realise,realise,that the best place for a cooling fan to be is on the headstock ,BRE,HiCE2 (1980-1999),ISE/IZE
ATEC,Printed,Academic,H2ATec_14.txt,"a half decades of sustained struggle for development , the region has come to the ",realise,realization,"that huge flows of capital , both local and international , and the abundance ",AME,HiCE2 (1980-1999),ISE/IZE
ATEC,Printed,Academic,H2ATec_14.txt,areas ; and the inability to fully utilize or retain middle It is slowly being ,realise,realized,that this poor record in Africa may have been created by a misunderstandingofwhat inputs ,AME,HiCE2 (1980-1999),ISE/IZE
ATEC,Printed,Academic,H2ATec_14.txt,as to make it difficult for the full exploitation of their natural resources to be ,realise,realized,to their own advantage . So far African economies have been developed to respond ,AME,HiCE2 (1980-1999),ISE/IZE
ATEC,Printed,Academic,H2ATec_15.txt,"mined for quite sometime , now , their potential as raw materials have not been ",realise,realised,. With the uncertainty hanging over the life span of the Nigerian crude oil ,BRE,HiCE2 (1980-1999),ISE/IZE
ATEC,Printed,Academic,H2ATec_26.txt,"minimised . ( Chapman , 1975 ) In the two metal-working processes described it is ",realise,realised,that both undergo press-forming . Lubrication characteristics which are peculiar to press forming . ,BRE,HiCE2 (1980-1999),ISE/IZE
ED,Printed,Persuasive,H2Ed_08.txt,"no satisfactory written interpretation seems to have evolved . Nonetheless , the survival and the ",realise,realisation,"of individual rights ultimately depend on judicial performance , therefore , the issue of ",BRE,HiCE2 (1980-1999),ISE/IZE
ED,Printed,Persuasive,H2Ed_24.txt,but it will have a deterrent effect in the sense that those concerned will always ,realise,realise,that their declarations would be on record and if they corruptly enrich themselves while ,BRE,HiCE2 (1980-1999),ISE/IZE
ED,Printed,Persuasive,H2Ed_28.txt,is indeed no surprise . The emergence of a common currency will be a concrete ,realise,realisation,of the commissions aim to achieve total economic integration among countries within the sub-region ,BRE,HiCE2 (1980-1999),ISE/IZE
ED,Printed,Persuasive,H2Ed_28.txt,failed to fully ratify and implement protocols that are expected to lead ultimately to the ,realise,realisation,of economic union . One of these is the establishment of the West African ,BRE,HiCE2 (1980-1999),ISE/IZE
ESS,Non-printed,Student,H2Ess_08.txt,"its members , and elimination of the use of force in international affairs . The ",realise,realisation,of these objectives forms the preoccupation of the continents of the Non-aligned . However ,BRE,HiCE2 (1980-1999),ISE/IZE
ESS,Non-printed,Student,H2Ess_14.txt,they are source of trouble and poison to man . A basic factor in our ,realise,realisation,of mankind most sought goal ( Agric abundance ) . Good seeds can be ,BRE,HiCE2 (1980-1999),ISE/IZE
ESS,Non-printed,Student,H2Ess_15.txt,the tree Causing the death of three The end rhyme is alike in the phonetic ,realise,realization,of tree ( trl ) and three ( 0ri ) . The final vowel ,AME,HiCE2 (1980-1999),ISE/IZE
ESS,Non-printed,Student,H2Ess_17.txt,teachers of Yoruba language in Secondary Schools in Ede Local Government . To study and ,realise,realise,the problems which the teachers of Yoruba language face in the teaching of Yoruba ,BRE,HiCE2 (1980-1999),ISE/IZE
ESS,Non-printed,Student,H2Ess_19.txt,development as currently being used with respect to Less Developed Countries . The first is ,realise,realization,of introducing new agricultural technologies that requires many supportive activities and range of government ,AME,HiCE2 (1980-1999),ISE/IZE
ESS,Non-printed,Student,H2Ess_19.txt,the government toward rural transformation . The concurrent notion to the term was the broadening ,realise,realization,that a large proportion of the worlds poorest reside in rural areas . It ,AME,HiCE2 (1980-1999),ISE/IZE
ESS,Non-printed,Student,H2Ess_19.txt,worker by turning to a mere labour intensive techniques of production and the need to ,realise,realize,a broadly based employment oriented pattern for agricultural development . This is because fuller ,AME,HiCE2 (1980-1999),ISE/IZE
